anime_id,name,genre,type,user_id,watched
6804ea9cff668707a96a8ed2,Solo Leveling,,series,687d4a828508bd526441090d,1
6893cf38245d028e12c48de9,The Beginning after the End,Action Adventure,series,687d4a828508bd526441090d,1
68a23aac7b50f31f2f60dcd9,The Brilliant Healer’s New Life in the Shadows,Action Adventure Fantasy Supernatural,series,687d4a828508bd526441090d,1
68a23598e4b5444bab62de81,Kaiju No 8,Action Adventure Comedy Fantasy Sci-Fi Thriller,series,687d4a828508bd526441090d,1
68a240a6b0e3ad8054b5a9ee,Magic Maker: How to Make Magic in Another World,Action Adventure Fantasy Supernatural,series,687d4a828508bd526441090d,0
68a24390b0e3ad8054b5aa55,Can You Keep a Secret? (Kono Kaisha ni Suki na Hito ga Imasu),Romance Slice of Life,series,687d4a828508bd526441090d,0
